"","doi","Class","Order","Suborder","Family","Genus","Species","Accession","Level","Trait","Collection","Estimate","Value","Metric","Adjusted_Value","Adjusted_Metric","Converted_Value","Converted_Metric","Conversion_Citation"
"1680","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Halictidae","Lasioglossum","Lasioglossum lativentre","GCA_916610255.1","Chromosome","mass","Dry","NA",6.644,"mg",6.644,"mg",6.644,"mg",NA
"1681","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Halictidae","Lasioglossum","Lasioglossum lativentre","GCA_916610255.1","Chromosome","mass","Dry","NA",3.364,"mg",3.364,"mg",3.364,"mg",NA
"1682","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Halictidae","Lasioglossum","Lasioglossum lativentre","GCA_916610255.1","Chromosome","mass","Dry","NA",5.714,"mg",5.714,"mg",5.714,"mg",NA
"1683","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Halictidae","Lasioglossum","Lasioglossum leucozonium","GCA_028454225.1","Chromosome","mass","Dry","NA",5.1,"mg",5.1,"mg",5.1,"mg",NA
"1684","https://doi.org/10.1111/1744-7917.12362","Insecta","Hymenoptera","Apocrita","Halictidae","Lasioglossum","Lasioglossum leucozonium","GCA_028454225.1","Chromosome","mass","Dry","No",9.47,"mg",9.47,"mg",9.47,"mg",NA
"1685","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Halictidae","Lasioglossum","Lasioglossum leucozonium","GCA_028454225.1","Chromosome","mass","Dry","NA",4.064,"mg",4.064,"mg",4.064,"mg",NA
"1686","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Halictidae","Lasioglossum","Lasioglossum leucozonium","GCA_028454225.1","Chromosome","mass","Dry","NA",8.2,"mg",8.2,"mg",8.2,"mg",NA
"1687","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Halictidae","Lasioglossum","Lasioglossum leucozonium","GCA_028454225.1","Chromosome","mass","Dry","NA",4.6,"mg",4.6,"mg",4.6,"mg",NA
"1688","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Halictidae","Lasioglossum","Lasioglossum leucozonium","GCA_028454225.1","Chromosome","mass","Dry","NA",4.3,"mg",4.3,"mg",4.3,"mg",NA
"1689","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Halictidae","Lasioglossum","Lasioglossum leucozonium","GCA_028454225.1","Chromosome","mass","Dry","NA",11.996,"mg",11.996,"mg",11.996,"mg",NA
"1690","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Halictidae","Lasioglossum","Lasioglossum leucozonium","GCA_028454225.1","Chromosome","mass","Dry","NA",11.9,"mg",11.9,"mg",11.9,"mg",NA
"1691","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Halictidae","Lasioglossum","Lasioglossum leucozonium","GCA_028454225.1","Chromosome","mass","Dry","NA",3.9,"mg",3.9,"mg",3.9,"mg",NA
"1692","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Halictidae","Lasioglossum","Lasioglossum leucozonium","GCA_028454225.1","Chromosome","mass","Dry","NA",5,"mg",5,"mg",5,"mg",NA
"1693","https://doi.org/10.1371/journal.pone.0175001","Insecta","Hymenoptera","Apocrita","Halictidae","Lasioglossum","Lasioglossum leucozonium","GCA_028454225.1","Chromosome","mass","Dry","NA",7.93278487659723,"mg",7.93278487659723,"mg",7.93278487659723,"mg",NA
"1694","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Halictidae","Lasioglossum","Lasioglossum leucozonium","GCA_028454225.1","Chromosome","mass","Dry","NA",7.4,"mg",7.4,"mg",7.4,"mg",NA
"1695","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Halictidae","Lasioglossum","Lasioglossum leucozonium","GCA_028454225.1","Chromosome","mass","Dry","NA",5.6,"mg",5.6,"mg",5.6,"mg",NA
"1696","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Halictidae","Lasioglossum","Lasioglossum leucozonium","GCA_028454225.1","Chromosome","mass","Dry","NA",12.096,"mg",12.096,"mg",12.096,"mg",NA
"1697","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Halictidae","Lasioglossum","Lasioglossum leucozonium","GCA_028454225.1","Chromosome","mass","Dry","NA",2.9,"mg",2.9,"mg",2.9,"mg",NA
"1698","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Halictidae","Lasioglossum","Lasioglossum leucozonium","GCA_028454225.1","Chromosome","mass","Dry","NA",10.1,"mg",10.1,"mg",10.1,"mg",NA
"1699","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Halictidae","Lasioglossum","Lasioglossum leucozonium","GCA_028454225.1","Chromosome","mass","Dry","NA",7.1,"mg",7.1,"mg",7.1,"mg",NA
"1700","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Halictidae","Lasioglossum","Lasioglossum leucozonium","GCA_028454225.1","Chromosome","mass","Dry","NA",4,"mg",4,"mg",4,"mg",NA
"1701","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Halictidae","Lasioglossum","Lasioglossum leucozonium","GCA_028454225.1","Chromosome","mass","Dry","NA",5.5,"mg",5.5,"mg",5.5,"mg",NA
"1702","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Halictidae","Lasioglossum","Lasioglossum leucozonium","GCA_028454225.1","Chromosome","mass","Dry","NA",4.3,"mg",4.3,"mg",4.3,"mg",NA
"1703","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Halictidae","Lasioglossum","Lasioglossum leucozonium","GCA_028454225.1","Chromosome","mass","Dry","NA",10.296,"mg",10.296,"mg",10.296,"mg",NA
"1704","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Halictidae","Lasioglossum","Lasioglossum leucozonium","GCA_028454225.1","Chromosome","mass","Dry","NA",4.3,"mg",4.3,"mg",4.3,"mg",NA
"1705","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Halictidae","Lasioglossum","Lasioglossum leucozonium","GCA_028454225.1","Chromosome","mass","Dry","NA",13.296,"mg",13.296,"mg",13.296,"mg",NA
"1706","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Halictidae","Lasioglossum","Lasioglossum leucozonium","GCA_028454225.1","Chromosome","mass","Dry","NA",5.9,"mg",5.9,"mg",5.9,"mg",NA
"1707","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Halictidae","Lasioglossum","Lasioglossum leucozonium","GCA_028454225.1","Chromosome","mass","Dry","NA",7.6,"mg",7.6,"mg",7.6,"mg",NA
"1708","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Halictidae","Lasioglossum","Lasioglossum leucozonium","GCA_028454225.1","Chromosome","mass","Dry","NA",12,"mg",12,"mg",12,"mg",NA
"1709","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Halictidae","Lasioglossum","Lasioglossum leucozonium","GCA_028454225.1","Chromosome","mass","Dry","NA",5.274,"mg",5.274,"mg",5.274,"mg",NA
"1710","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Halictidae","Lasioglossum","Lasioglossum leucozonium","GCA_028454225.1","Chromosome","mass","Dry","NA",8.4,"mg",8.4,"mg",8.4,"mg",NA
"1711","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Halictidae","Lasioglossum","Lasioglossum leucozonium","GCA_028454225.1","Chromosome","mass","Dry","NA",12,"mg",12,"mg",12,"mg",NA
"1712","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Halictidae","Lasioglossum","Lasioglossum leucozonium","GCA_028454225.1","Chromosome","mass","Dry","NA",12.5,"mg",12.5,"mg",12.5,"mg",NA
"1713","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Halictidae","Lasioglossum","Lasioglossum leucozonium","GCA_028454225.1","Chromosome","mass","Dry","NA",11.096,"mg",11.096,"mg",11.096,"mg",NA
"1714","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Halictidae","Lasioglossum","Lasioglossum leucozonium","GCA_028454225.1","Chromosome","mass","Dry","NA",8.6,"mg",8.6,"mg",8.6,"mg",NA
"1715","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Halictidae","Lasioglossum","Lasioglossum malachurum","GCA_028455605.1","Chromosome","mass","Dry","NA",7.796,"mg",7.796,"mg",7.796,"mg",NA
"1716","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Halictidae","Lasioglossum","Lasioglossum malachurum","GCA_028455605.1","Chromosome","mass","Dry","NA",7.096,"mg",7.096,"mg",7.096,"mg",NA
"1717","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Halictidae","Lasioglossum","Lasioglossum malachurum","GCA_028455605.1","Chromosome","mass","Dry","NA",7.896,"mg",7.896,"mg",7.896,"mg",NA
"1718","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Halictidae","Lasioglossum","Lasioglossum malachurum","GCA_028455605.1","Chromosome","mass","Dry","NA",5.596,"mg",5.596,"mg",5.596,"mg",NA
"1719","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Halictidae","Lasioglossum","Lasioglossum malachurum","GCA_028455605.1","Chromosome","mass","Dry","NA",4.284,"mg",4.284,"mg",4.284,"mg",NA
"1720","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Halictidae","Lasioglossum","Lasioglossum malachurum","GCA_028455605.1","Chromosome","mass","Dry","NA",10.096,"mg",10.096,"mg",10.096,"mg",NA
"1721","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Halictidae","Lasioglossum","Lasioglossum malachurum","GCA_028455605.1","Chromosome","mass","Dry","NA",6.796,"mg",6.796,"mg",6.796,"mg",NA
"1722","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Halictidae","Lasioglossum","Lasioglossum malachurum","GCA_028455605.1","Chromosome","mass","Dry","NA",4.774,"mg",4.774,"mg",4.774,"mg",NA
"1723","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Halictidae","Lasioglossum","Lasioglossum malachurum","GCA_028455605.1","Chromosome","mass","Dry","NA",10.096,"mg",10.096,"mg",10.096,"mg",NA
"1724","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Halictidae","Lasioglossum","Lasioglossum malachurum","GCA_028455605.1","Chromosome","mass","Dry","NA",9.296,"mg",9.296,"mg",9.296,"mg",NA
"1725","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Halictidae","Lasioglossum","Lasioglossum malachurum","GCA_028455605.1","Chromosome","mass","Dry","NA",7.996,"mg",7.996,"mg",7.996,"mg",NA
"1726","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Halictidae","Lasioglossum","Lasioglossum malachurum","GCA_028455605.1","Chromosome","mass","Dry","NA",9.796,"mg",9.796,"mg",9.796,"mg",NA
"1727","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Halictidae","Lasioglossum","Lasioglossum malachurum","GCA_028455605.1","Chromosome","mass","Dry","NA",5.224,"mg",5.224,"mg",5.224,"mg",NA
"1728","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Halictidae","Lasioglossum","Lasioglossum malachurum","GCA_028455605.1","Chromosome","mass","Dry","NA",11.496,"mg",11.496,"mg",11.496,"mg",NA
"1729","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Halictidae","Lasioglossum","Lasioglossum malachurum","GCA_028455605.1","Chromosome","mass","Dry","NA",8.796,"mg",8.796,"mg",8.796,"mg",NA
"1730","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Halictidae","Lasioglossum","Lasioglossum malachurum","GCA_028455605.1","Chromosome","mass","Dry","NA",9.596,"mg",9.596,"mg",9.596,"mg",NA
"1731","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Halictidae","Lasioglossum","Lasioglossum malachurum","GCA_028455605.1","Chromosome","mass","Dry","NA",8.596,"mg",8.596,"mg",8.596,"mg",NA
"1732","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Halictidae","Lasioglossum","Lasioglossum malachurum","GCA_028455605.1","Chromosome","mass","Dry","NA",7.796,"mg",7.796,"mg",7.796,"mg",NA
"1733","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Halictidae","Lasioglossum","Lasioglossum malachurum","GCA_028455605.1","Chromosome","mass","Dry","NA",9.796,"mg",9.796,"mg",9.796,"mg",NA
"1734","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Halictidae","Lasioglossum","Lasioglossum malachurum","GCA_028455605.1","Chromosome","mass","Dry","NA",9.296,"mg",9.296,"mg",9.296,"mg",NA
"1735","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Halictidae","Lasioglossum","Lasioglossum malachurum","GCA_028455605.1","Chromosome","mass","Dry","NA",3.4,"mg",3.4,"mg",3.4,"mg",NA
"1736","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Halictidae","Lasioglossum","Lasioglossum malachurum","GCA_028455605.1","Chromosome","mass","Dry","NA",10.896,"mg",10.896,"mg",10.896,"mg",NA
"1737","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Halictidae","Lasioglossum","Lasioglossum malachurum","GCA_028455605.1","Chromosome","mass","Dry","NA",8.296,"mg",8.296,"mg",8.296,"mg",NA
"1738","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Halictidae","Lasioglossum","Lasioglossum malachurum","GCA_028455605.1","Chromosome","mass","Dry","NA",4.674,"mg",4.674,"mg",4.674,"mg",NA
"1739","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Halictidae","Lasioglossum","Lasioglossum malachurum","GCA_028455605.1","Chromosome","mass","Dry","NA",8.696,"mg",8.696,"mg",8.696,"mg",NA
"1740","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Halictidae","Lasioglossum","Lasioglossum malachurum","GCA_028455605.1","Chromosome","mass","Dry","NA",6.796,"mg",6.796,"mg",6.796,"mg",NA
"1741","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Halictidae","Lasioglossum","Lasioglossum malachurum","GCA_028455605.1","Chromosome","mass","Dry","NA",8.096,"mg",8.096,"mg",8.096,"mg",NA
"1742","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Halictidae","Lasioglossum","Lasioglossum malachurum","GCA_028455605.1","Chromosome","mass","Dry","NA",6.204,"mg",6.204,"mg",6.204,"mg",NA
"1743","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Halictidae","Lasioglossum","Lasioglossum malachurum","GCA_028455605.1","Chromosome","mass","Dry","NA",9.796,"mg",9.796,"mg",9.796,"mg",NA
"1744","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Halictidae","Lasioglossum","Lasioglossum malachurum","GCA_028455605.1","Chromosome","mass","Dry","NA",8.296,"mg",8.296,"mg",8.296,"mg",NA
"1745","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Halictidae","Lasioglossum","Lasioglossum malachurum","GCA_028455605.1","Chromosome","mass","Dry","NA",8.096,"mg",8.096,"mg",8.096,"mg",NA
"1746","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Halictidae","Lasioglossum","Lasioglossum malachurum","GCA_028455605.1","Chromosome","mass","Dry","NA",8.496,"mg",8.496,"mg",8.496,"mg",NA
"1747","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Halictidae","Lasioglossum","Lasioglossum malachurum","GCA_028455605.1","Chromosome","mass","Dry","NA",7.096,"mg",7.096,"mg",7.096,"mg",NA
"1748","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Halictidae","Lasioglossum","Lasioglossum malachurum","GCA_028455605.1","Chromosome","mass","Dry","NA",8.496,"mg",8.496,"mg",8.496,"mg",NA
"1749","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Halictidae","Lasioglossum","Lasioglossum malachurum","GCA_028455605.1","Chromosome","mass","Dry","NA",10.796,"mg",10.796,"mg",10.796,"mg",NA
"1750","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Halictidae","Lasioglossum","Lasioglossum malachurum","GCA_028455605.1","Chromosome","mass","Dry","NA",9.496,"mg",9.496,"mg",9.496,"mg",NA
"1751","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Halictidae","Lasioglossum","Lasioglossum malachurum","GCA_028455605.1","Chromosome","mass","Dry","NA",2.8,"mg",2.8,"mg",2.8,"mg",NA
"1752","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Halictidae","Lasioglossum","Lasioglossum malachurum","GCA_028455605.1","Chromosome","mass","Dry","NA",7.796,"mg",7.796,"mg",7.796,"mg",NA
"1753","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Halictidae","Lasioglossum","Lasioglossum malachurum","GCA_028455605.1","Chromosome","mass","Dry","NA",10.396,"mg",10.396,"mg",10.396,"mg",NA
"1754","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Halictidae","Lasioglossum","Lasioglossum malachurum","GCA_028455605.1","Chromosome","mass","Dry","NA",7.596,"mg",7.596,"mg",7.596,"mg",NA
"1755","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Halictidae","Lasioglossum","Lasioglossum morio","GCA_916610235.2","Chromosome","mass","Dry","NA",2.728,"mg",2.728,"mg",2.728,"mg",NA
"1756","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Halictidae","Lasioglossum","Lasioglossum morio","GCA_916610235.2","Chromosome","mass","Dry","NA",1.2,"mg",1.2,"mg",1.2,"mg",NA
"1757","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Halictidae","Lasioglossum","Lasioglossum morio","GCA_916610235.2","Chromosome","mass","Dry","NA",1.7,"mg",1.7,"mg",1.7,"mg",NA
"1758","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Halictidae","Lasioglossum","Lasioglossum morio","GCA_916610235.2","Chromosome","mass","Dry","NA",2.528,"mg",2.528,"mg",2.528,"mg",NA
"1759","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Halictidae","Lasioglossum","Lasioglossum morio","GCA_916610235.2","Chromosome","mass","Dry","NA",3.114,"mg",3.114,"mg",3.114,"mg",NA
"1760","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Halictidae","Lasioglossum","Lasioglossum morio","GCA_916610235.2","Chromosome","mass","Dry","NA",1.1,"mg",1.1,"mg",1.1,"mg",NA
"1761","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Halictidae","Lasioglossum","Lasioglossum morio","GCA_916610235.2","Chromosome","mass","Dry","NA",0.9,"mg",0.9,"mg",0.9,"mg",NA
"1762","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Halictidae","Lasioglossum","Lasioglossum morio","GCA_916610235.2","Chromosome","mass","Dry","NA",2.628,"mg",2.628,"mg",2.628,"mg",NA
"1763","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Halictidae","Lasioglossum","Lasioglossum morio","GCA_916610235.2","Chromosome","mass","Dry","NA",0.944,"mg",0.944,"mg",0.944,"mg",NA
"1764","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Halictidae","Lasioglossum","Lasioglossum morio","GCA_916610235.2","Chromosome","mass","Dry","NA",1.5,"mg",1.5,"mg",1.5,"mg",NA
"1765","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Halictidae","Lasioglossum","Lasioglossum morio","GCA_916610235.2","Chromosome","mass","Dry","NA",2.228,"mg",2.228,"mg",2.228,"mg",NA
"1766","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Halictidae","Lasioglossum","Lasioglossum morio","GCA_916610235.2","Chromosome","mass","Dry","NA",3,"mg",3,"mg",3,"mg",NA
"1767","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Halictidae","Lasioglossum","Lasioglossum morio","GCA_916610235.2","Chromosome","mass","Dry","NA",1.574,"mg",1.574,"mg",1.574,"mg",NA
"1768","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Halictidae","Lasioglossum","Lasioglossum morio","GCA_916610235.2","Chromosome","mass","Dry","NA",1.3,"mg",1.3,"mg",1.3,"mg",NA
"1769","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Halictidae","Lasioglossum","Lasioglossum morio","GCA_916610235.2","Chromosome","mass","Dry","NA",1.4,"mg",1.4,"mg",1.4,"mg",NA
"1770","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Halictidae","Lasioglossum","Lasioglossum morio","GCA_916610235.2","Chromosome","mass","Dry","NA",2.528,"mg",2.528,"mg",2.528,"mg",NA
"1771","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Halictidae","Lasioglossum","Lasioglossum morio","GCA_916610235.2","Chromosome","mass","Dry","NA",1.5,"mg",1.5,"mg",1.5,"mg",NA
"1772","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Halictidae","Lasioglossum","Lasioglossum morio","GCA_916610235.2","Chromosome","mass","Dry","NA",1.8,"mg",1.8,"mg",1.8,"mg",NA
"1773","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Halictidae","Lasioglossum","Lasioglossum morio","GCA_916610235.2","Chromosome","mass","Dry","NA",1.4,"mg",1.4,"mg",1.4,"mg",NA
"1774","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Halictidae","Lasioglossum","Lasioglossum morio","GCA_916610235.2","Chromosome","mass","Dry","NA",1.4,"mg",1.4,"mg",1.4,"mg",NA
"1775","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Halictidae","Lasioglossum","Lasioglossum morio","GCA_916610235.2","Chromosome","mass","Dry","NA",0.744,"mg",0.744,"mg",0.744,"mg",NA
"1776","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Halictidae","Lasioglossum","Lasioglossum morio","GCA_916610235.2","Chromosome","mass","Dry","NA",1.696,"mg",1.696,"mg",1.696,"mg",NA
"1777","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Halictidae","Lasioglossum","Lasioglossum morio","GCA_916610235.2","Chromosome","mass","Dry","NA",1.5,"mg",1.5,"mg",1.5,"mg",NA
"1778","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Halictidae","Lasioglossum","Lasioglossum morio","GCA_916610235.2","Chromosome","mass","Dry","NA",1.3,"mg",1.3,"mg",1.3,"mg",NA
"1779","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Halictidae","Lasioglossum","Lasioglossum morio","GCA_916610235.2","Chromosome","mass","Dry","NA",1.164,"mg",1.164,"mg",1.164,"mg",NA
"1780","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Halictidae","Lasioglossum","Lasioglossum pauxillum","GCA_028455745.1","Chromosome","mass","Dry","NA",1.9,"mg",1.9,"mg",1.9,"mg",NA
"1781","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Halictidae","Lasioglossum","Lasioglossum pauxillum","GCA_028455745.1","Chromosome","mass","Dry","NA",2.228,"mg",2.228,"mg",2.228,"mg",NA
"1782","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Halictidae","Lasioglossum","Lasioglossum pauxillum","GCA_028455745.1","Chromosome","mass","Dry","NA",2.828,"mg",2.828,"mg",2.828,"mg",NA
"1783","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Halictidae","Lasioglossum","Lasioglossum pauxillum","GCA_028455745.1","Chromosome","mass","Dry","NA",1.6,"mg",1.6,"mg",1.6,"mg",NA
"1784","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Halictidae","Lasioglossum","Lasioglossum pauxillum","GCA_028455745.1","Chromosome","mass","Dry","NA",3.896,"mg",3.896,"mg",3.896,"mg",NA
"1785","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Halictidae","Lasioglossum","Lasioglossum pauxillum","GCA_028455745.1","Chromosome","mass","Dry","NA",1.9,"mg",1.9,"mg",1.9,"mg",NA
"1786","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Halictidae","Lasioglossum","Lasioglossum pauxillum","GCA_028455745.1","Chromosome","mass","Dry","NA",1.4,"mg",1.4,"mg",1.4,"mg",NA
"1787","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Halictidae","Lasioglossum","Lasioglossum pauxillum","GCA_028455745.1","Chromosome","mass","Dry","NA",2.9,"mg",2.9,"mg",2.9,"mg",NA
"1788","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Halictidae","Lasioglossum","Lasioglossum pauxillum","GCA_028455745.1","Chromosome","mass","Dry","NA",7.921,"mg",7.921,"mg",7.921,"mg",NA
"1789","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Halictidae","Lasioglossum","Lasioglossum pauxillum","GCA_028455745.1","Chromosome","mass","Dry","NA",2,"mg",2,"mg",2,"mg",NA
"1790","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Halictidae","Lasioglossum","Lasioglossum pauxillum","GCA_028455745.1","Chromosome","mass","Dry","NA",4.2,"mg",4.2,"mg",4.2,"mg",NA
"1791","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Halictidae","Lasioglossum","Lasioglossum pauxillum","GCA_028455745.1","Chromosome","mass","Dry","NA",1.396,"mg",1.396,"mg",1.396,"mg",NA
"1792","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Halictidae","Lasioglossum","Lasioglossum pauxillum","GCA_028455745.1","Chromosome","mass","Dry","NA",2.828,"mg",2.828,"mg",2.828,"mg",NA
"1793","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Halictidae","Lasioglossum","Lasioglossum pauxillum","GCA_028455745.1","Chromosome","mass","Dry","NA",4.1,"mg",4.1,"mg",4.1,"mg",NA
"1794","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Halictidae","Lasioglossum","Lasioglossum pauxillum","GCA_028455745.1","Chromosome","mass","Dry","NA",2.828,"mg",2.828,"mg",2.828,"mg",NA
